"176414170646839296","9","4","20","gay","5:6","0","0","0","0","0","0","0"
"799108236325158942","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"382694348803932162","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"311658762161225730","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"159985870458322944","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"172002275412279296","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"371704154705362944","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"407711982569914388","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"291934676174635008","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"235088799074484224","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"83010416610906112","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"480949759465750530","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"413892262192349186","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"184405311681986560","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"637848036898373632","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"409202765101793294","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"439566037139062795","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"364134676295581716","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"349264016650141697","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"190198409150464001","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"264832007060717578","3","3","11","unidentified","0:0","0","0","0","0","0","0","0"
"362977298531745792","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"283790922876190751","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"395646804873576448","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"726387932793143336","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"799776927908364298","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"572102785206845450","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"328309937644240896","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
"364123490015510529","0","0","0","unidentified","0:0","0","0","0","0","0","0","0"
